lithuania_poland_relations_title;Отношения с Польшей;Relations polonaises;Polnische Beziehungen;;Relaciones con Polonia;;;;;;;;;x;
lithuania_poland_relations_desc;В 1386 году великий князь Ягайло принял католичество, тем самым создав союз Литвы и Польши. Мы должны возродить прежние исторические связи и укрепить дружбу между нашими державами.;En 1386, le grand duc Jogaila a pris la dйcision d'adopter le catholicisme et d'aligner la Lithuanie sur la Pologne. Il nous faut redйcouvrir ces liens historiques et renforcer notre amitiй avec la Pologne. ;1368 entschied sich GroЯherzog Jogaila, zum Katholizismus ьberzutreten, und er stellte Litauen auch an die Seite Polens. Wir mьssen diese historischen Bindungen wieder entdecken und unsere Freundschaft mit Polen stдrken.;;En 1386, el Gran Duque Jogaila tomу la decisiуn de adoptar el catolicismo. Tambiйn puso a Lituania del lado de Polonia. Tenemos que redescubrir esos lazos histуricos y reforzar nuestra amistad con Polonia. ;;;;;;;;;x;
conquer_samogitia_title;Вернуть Жмудь;Rйcupйrer la Samogitie;Erobert Samogitia;;Recuperar Samogitia;;;;;;;;;x;
conquer_samogitia_desc;Территория Жмуди является исторической частью Литвы, которую отняли у нас безжалостные тевтонские рыцари. Мы должны вернуть эту провинцию в состав великого княжества.;La Samogitie est une rйgion historique de la Lithuanie dont les chevaliers Teutoniques se sont emparйs. Nous devons restituer cette province au grand duchй. ;Das Gebiet von Samogitia ist ein historischer Teil von Litauen, der uns grausam von den teutonischen Ordensrittern entrissen wurde. Wir mьssen diese Provinz wieder dem GroЯfьrstentum einverleiben.;;El territorio de Samogitia es una parte histуrica de Lituania que nos fue cruelmente arrebatada por los caballeros teutones. Tenemos que recuperar esta provincia para el Gran Ducado. ;;;;;;;;;x;
retake_chernigov_title;Вернуть Чернигов;Rйcupйrer Chernigov;Gewinnt Chernigov zurьck;;Recuperar Chernigovo;;;;;;;;;x;
retake_chernigov_desc;Москва нахально провозглашает, будто она - единственная преемница Киевской Руси. Чтобы доказать, что это не так, мы должны снова расширить наши земли за Днепр и вернуть Чернигов.;La prйtention de Moscou au titre de vйritable hйritiиre de la Rus' de Kiev est particuliиrement impudente. Nous devons, une fois de plus, mettre le cap sur le Dnieper et restituer Chernigov а la Lithuanie. ;Moskaus Anspruch, der wahre Erbe der Rus von Kiew zu sein, ist sehr gewagt. Wir mьssen einmal mehr ьber den Dnieper vordringen und Chernigov fьr Litauen wieder in Besitz nehmen.;;La afirmaciуn de Moscovia de ser la ъnica y autйntica heredera de la Rus de Kiev es bastante insolente. Tenemos que avanzar una vez mбs sobre el rнo Dniйper y reclamar Chernigovo para Lituania. ;;;;;;;;;x;
retake_smolensk_title;Освободить Смоленск;Libйrer Smolensk;Befreit Smolensk;;Liberar Smolensk;;;;;;;;;x;
retake_smolensk_desc;Смоленск - это ворота в Литву, через него русские орды могут обрушиться на запад. Мы должны вернуть эту крепость как можно быстрее.;La foreteresse de Smolensk est le passage obligй qui mиne а la Lithuanie et sans elle, les hordes russes dйferleraient а leur guise sur l'ouest. Il nous faut d'urgence rйcupйrer cette forteresse. ;Die Festung von Smolensk steht als Tor zu Litauen da, ohne das die russischen Horden frei nach Westen vordringen kцnnen. Wir mьssen diese Festung unbedingt wieder erobern.;;La fortaleza de Smolensk viene a ser la puerta a Lituania, sin la cual las hordas rusas pueden avanzar por el oeste a voluntad. Es prioritario que recuperemos esa fortaleza. ;;;;;;;;;x;
defeat_the_livonian_order_title;Сокрушить Ливонский Орден;Dйmanteler l'Ordre livonien;Vernichtet den Livonischen Orden;;Aplastar a la Orden de Livonia;;;;;;;;;x;
defeat_the_livonian_order_desc;Ливонский Орден воевал с Литвой с момента своего возникновения, даже когда мы перешли в католичество. Поэтому мы должны сокрушить их раз и навсегда.;L'Ordre livonien s'oppose а la Lithuanie depuis sa fondation, mкme aprиs notre conversion au catholicisme. Nous devons le dйmanteler, une fois pour toutes. ;Der livonische Orden hat seit seiner Grьndung gegen Litauen Kriege gefьhrt, sogar nachdem wir zum Katholizismus ьbergetreten sind. Wir mьssen sie ein fьr alle Mal vernichten.;;La Orden de Livonia ha guerreado contra Lituania desde su fundaciуn, incluso despuйs de habernos convertido al catolicismo. Debemos aplastarla de una vez por todas. ;;;;;;;;;x;
subjugate_aquileia_title;Подчинить Аквилею;Soumettre Aquilйe;Unterwerft Aquileia;;Sojuzgar Aquilea;;;;;;;;;x;
subjugate_aquileia_desc;Патриархат Аквилеи был когда-то одним из наиболее могущественных государств на итальянском полуострове. Теперь дни его славы остались в прошлом, и Венеция должна взять город под свой контроль.;Le patriarcat d'Aquilйe йtait autrefois le plus puissant Йtat de la pйninsule italienne. Son heure de gloire est passйe et Venise devrait le supplanter. ;Der Patriarch von Aquileia war einst einer der mдchtigsten Herrscher auf der italienischen Halbinsel. Nun sind seine glorreichen Tage aber gezдhlt und Venedig sollte ihn ersetzen.;;El Patriarcado de Aquilea fue en su dнa uno de los estados mбs poderosos de la Italia peninsular. Ahora, sus dнas de gloria han pasado y Venecia deberнa ocupar su puesto. ;;;;;;;;;x;
conquer_friuli_title;Завоевать Фриули;Conquйrir Frioul;Erobert Friulien;;Conquistar Friuli;;;;;;;;;x;
conquer_friuli_desc;Благодаря своему расположению Венеция хорошо защищена от любой атаки. Тем не менее, дабы не зависеть от милости переменчивой итальянской политики, мы должны расширить наши владения на суше.;La ville de Venise, compte tenu de sa situation, est relativement а l'abri des attaques. Cela йtant, pour ne pas кtre а la merci des йvolutions politiques de l'Italie, il nous faut gagner du terrain.;Die Stadt Venedig ist durch ihr Lage recht sicher vor einem Angriff. Aber um zu vermeiden, das sie der sich verдndernden italienischen politischen Landschaft ausgeliefert ist, mьssen wir unsere Lдndereien vergrцЯern.;;La ciudad de Venecia, gracias a su ubicaciуn, se encuentra razonablemente a salvo de ataques. Sin embargo, para evitar quedar a merced del cambiante panorama polнtico italiano, debemos ampliar nuestras posesiones territoriales.;;;;;;;;;x;
conquer_brescia_title;Достичь долины реки По;Gagner la vallйe du Pф;Dringt durch die Poebene vor;;Avanzar hasta el valle del Po;;;;;;;;;x;
conquer_brescia_desc;Брешия - один из важнейших городов в восточной Ломбардии. Чтобы защитить венецианские владения от богатых ломбардских государств, мы должны взять эту область под свой контроль.;The fortress of Brescia is the most important city in eastern Lombardy. Pour protйger les possessions vйnitiennes des riches Йtats lombards, il nous faut contrфler la rйgion.;Die Festung von Brescia ist die wichtigste Stadt in der цstlichen Lombarei. Um die venezianischen Besitzungen vor den reichen Lombardischen Staaten zu schьtzen mьssen wir diese Region kontrollieren.;;La fortaleza de Brescia es la ciudad mбs importante de la Lombardнa oriental. Para proteger las posesiones venecianas de los ricos estados lombardos tenemos que controlar esta regiуn.;;;;;;;;;x;
conquer_verona_title;"Расширить ""терра-фирма""";"Se dйvelopper en ""Terra Ferma""";Expandiert die 'Terra Ferma';;Expandirse a Terra Firma;;;;;;;;;x;
conquer_verona_desc;Мы должны расширить наши владения на континенте, и какой другой город, как не прекрасная Верона, должен перейти первым в наши руки?;Il nous faut йtendre notre emprise sur la pйninsule italienne et vous vous demandez certainement oщ ? Eh bien, а Verone !;Wir mьssen unsere Besitzungen am italienischen Festland vergrцЯern, und wo, mцgt Ihr fragen? Warum im fairen Verona, wo wir unsere Szene ansetzen.;;Tenemos que extender nuestras posesiones hacia el interior de Italia. їY adуnde, me preguntarйis? їPor quй no nos aposentamos justo en Verona?;;;;;;;;;x;
conquer_istria_title;Защитить венецианскую торговлю;Dйfendre le commerce vйnitien;Verteidigt den venezianischen Handel;;Defender el comercio veneciano;;;;;;;;;x;
conquer_istria_desc;Адриатическое море является артерией, по которой течет вся венецианская торговля. Чтобы защитить ее, мы должны создать цепь опорных пунктов на побережье - они должны стать базами для нашего флота.;La mer Adriatique est l'artиre par laquelle transite tout le commerce vйnitien. Pour le dйfendre, il nous faut йtablir des bases le long de la cфte, des bases а partir desquelles nos navires pourront opйrer. ;Die Adria ist die Arterie, durch die der gesamte venezianische Handel flieЯt. Um sie zu verteidigen mьssen wir eine Kette von Basen entlang der Kьste errichten, von denen aus unsere Flotte operieren kann.;;El Adriбtico es la arteria por la que fluye todo el comercio veneciano. Para defenderlo, tenemos que establecer una cadena de bases a lo largo de la costa en las que opere nuestra flota. ;;;;;;;;;x;
